v3;v28;v30;v31;v32;v33;v34;v35;v37;v135;v178;v179;v181;v182;v183;v184;v185;v186;v187;v188;v189;v190;v191;v197;v198;v199;v200;v201;v202;v210;v214;v216;v218;edad;añonac;v89;v90;TIPORELI;order;moresay;prices;speech;maneras;indep;trduro;respon;imag;toleran;ahorro;determi;ferelig;noego;obedien;intpoli;menosdin;INDIV;AUTOEXPR;STATUSR;v123
510;3;2;3;3;3;3;3;2;3;2;1;3;1;1;1;1;2;2;2;1;7;2;10;10;3;3;1;10;2;1;66;12;66.00;1.915;5;3;3.00;2.00;1.00;0.00;0.00;1.00;1.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;2.00;0.56934;-0.27486;-1.56;3
511;3;3;3;3;3;3;3;3;3;2;1;4;1;1;2;1;2;2;2;1;5;1;3;3;2;2;1;1;98;2;40;12;40.00;1.941;1;3;3.00;0.00;2.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;2.00;3.00;-0.04302;0.76191;-1.32;5
512;3;3;2;2;3;3;3;2;4;1;10;7;2;1;2;1;2;2;2;2;2;2;5;5;5;5;1;1;2;1;51;12;51.00;1.930;1;3;4.00;0.00;2.00;0.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;2.19843;-0.04155;-0.62;2
513;3;3;3;3;2;3;3;2;4;2;10;7;2;1;2;2;2;2;2;2;3;2;10;10;10;10;1;10;3;2;21;21;21.00;1.960;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;2.00;3.00;2.49433;0.37283;-1.77;2
514;3;3;3;3;3;2;3;2;3;1;1;5;2;1;1;1;2;2;2;1;4;2;2;2;2;2;1;1;2;1;60;12;60.00;1.921;1;2;4.00;2.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;2.00;1.00;1.36175;-0.91533;-1.56;3
515;3;3;3;3;3;3;3;2;3;2;1;7;1;1;1;#¡NULO!;2;2;#¡NULO!;1;5;2;3;3;7;10;9;9;98;1;32;21;32.00;1.949;1;#¡NULO!;3.00;2.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.17225;0.86168;0.73;#¡NULO!
516;3;3;3;3;3;3;3;2;1;#¡NULO!;1;2;1;1;2;2;2;2;2;2;7;1;5;2;1;5;1;3;98;2;60;12;60.00;1.921;1;6;1.00;1.00;0.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;0.95174;-1.49599;-1.63;#¡NULO!
517;3;3;3;3;3;3;3;3;2;#¡NULO!;1;7;2;1;2;2;2;2;2;2;6;2;7;1;1;5;#¡NULO!;5;98;1;22;14;22.00;1.959;6;#¡NULO!;2.00;2.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;1.05982;-0.62001;-1.65;7
518;3;3;3;3;3;3;3;3;3;#¡NULO!;1;3;2;1;2;2;2;2;2;2;3;1;8;5;5;5;5;1;98;1;77;12;77.00;1.904;1;3;4.00;1.00;0.00;0.00;2.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;0.78418;-0.11214;-1.50;#¡NULO!
519;3;3;3;3;3;3;3;2;4;#¡NULO!;10;7;2;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;3;2;5;5;5;5;2;7;98;1;49;14;49.00;1.932;1;2;4.00;0.00;2.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;1.12732;0.91620;-1.49;3
520;3;3;3;3;3;3;3;3;4;2;1;3;2;1;2;2;2;2;1;1;5;#¡NULO!;5;1;1;10;1;1;98;1;57;12;57.00;1.924;1;4;4.00;2.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;0.40086;-0.43965;0.23;5
521;3;3;3;3;3;3;3;3;1;#¡NULO!;1;3;2;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;98;2;77;12;77.00;1.904;5;6;2.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.31134;-0.59360;-1.65;#¡NULO!
522;3;3;3;3;3;3;3;1;4;#¡NULO!;10;7;2;#¡NULO!;2;2;2;2;2;2;2;2;5;5;5;5;8;5;98;1;32;15;32.00;1.949;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.82220;1.09454;-1.51;4
523;3;3;3;3;3;3;3;3;4;2;10;7;1;1;1;1;2;2;2;1;8;2;10;10;10;10;10;10;98;1;21;17;21.00;1.960;6;#¡NULO!;3.00;0.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;2.45558;-0.55433;-1.70;#¡NULO!
524;3;3;3;3;3;3;3;3;2;#¡NULO!;10;6;2;1;2;2;2;2;2;2;7;1;1;1;1;1;1;1;98;2;27;12;27.00;1.954;1;2;2.00;0.00;1.00;2.00;0.00;0.00;1.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;0.55084;0.02393;-1.48;#¡NULO!
525;2;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;67;12;67.00;1.914;5;6;1.00;2.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;1.00;3.00;-1.01604;-0.57868;-0.48;#¡NULO!
526;3;3;3;3;3;3;3;3;2;3;1;6;2;1;2;2;2;2;1;1;#¡NULO!;2;7;1;1;1;10;1;98;1;35;12;35.00;1.946;1;2;2.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.80637;1.17605;-0.67;#¡NULO!
527;3;3;3;3;3;3;3;2;3;2;1;7;1;1;2;2;2;2;2;2;3;2;99;1;10;10;3;1;98;2;21;14;21.00;1.960;1;#¡NULO!;3.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.15695;1.94333;-1.23;4
528;3;3;3;3;3;3;3;2;4;2;1;7;1;1;1;2;2;2;2;2;2;2;1;7;7;1;1;1;98;1;22;14;22.00;1.959;1;1;3.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.35121;2.13408;-1.51;#¡NULO!
529;3;3;3;3;3;3;3;#¡NULO!;3;2;1;7;1;1;1;1;2;2;2;2;6;2;2;2;2;9;9;6;98;1;42;12;42.00;1.939;1;3;3.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.45265;1.74173;-0.82;4
530;3;3;3;3;3;3;3;2;1;1;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;2;7;1;1;2;48;12;48.00;1.933;5;1;1.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.06567;0.74127;-0.48;6
531;3;3;3;3;3;3;3;2;3;2;10;6;2;1;1;#¡NULO!;2;2;1;2;4;2;1;1;1;9;10;1;98;1;20;21;20.00;1.961;6;#¡NULO!;4.00;1.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;0.22864;1.92603;-1.53;4
532;3;3;3;3;3;3;3;2;4;2;10;7;2;2;2;2;2;2;2;2;1;2;5;5;9;10;7;5;2;2;27;16;27.00;1.954;1;#¡NULO!;4.00;1.00;2.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.68041;1.05242;0.45;2
533;3;3;3;3;3;3;3;#¡NULO!;1;1;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;1;1;1;98;2;41;12;41.00;1.940;1;5;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.21717;-0.27544;-1.53;#¡NULO!
534;1;3;3;3;3;3;3;3;1;2;1;1;1;1;1;1;1;1;1;1;10;1;99;1;1;1;1;1;98;2;71;12;71.00;1.910;5;2;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-0.92185;-0.30985;-1.93;8
535;3;3;3;3;3;3;3;2;2;1;10;2;1;1;2;1;1;2;1;2;8;1;1;1;1;1;1;1;98;1;31;14;31.00;1.950;1;2;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-0.54666;0.51377;-0.59;#¡NULO!
536;3;3;3;3;3;3;3;2;3;1;1;6;#¡NULO!;1;2;1;2;2;2;2;3;#¡NULO!;1;1;2;4;1;1;98;1;20;14;20.00;1.961;6;#¡NULO!;4.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;1.00;3.00;0.15926;0.60748;-0.43;#¡NULO!
537;1;3;3;3;3;3;3;#¡NULO!;1;2;1;1;1;1;1;1;1;1;1;1;9;1;1;1;1;1;1;1;98;2;71;12;71.00;1.910;5;6;1.00;2.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;3.00;-0.49921;-0.10188;-1.88;#¡NULO!
538;3;3;3;3;3;3;3;2;2;2;1;2;1;1;1;2;2;2;2;2;7;1;1;1;1;1;1;1;98;1;68;14;68.00;1.913;5;2;1.00;1.00;0.00;2.00;0.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;0.29007;-1.00133;0.34;#¡NULO!
539;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;98;2;56;14;56.00;1.925;1;3;1.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;3.00;0.09463;0.21106;2.17;#¡NULO!
540;3;3;3;3;3;3;3;2;1;2;1;2;1;1;1;1;1;1;1;1;9;1;1;1;1;1;1;1;98;1;60;12;60.00;1.921;1;2;1.00;2.00;0.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;-0.26493;0.05507;0.09;4
541;3;3;3;3;3;3;3;1;2;2;1;2;1;1;1;1;2;2;1;2;7;1;1;1;1;1;1;1;98;2;49;21;49.00;1.932;1;3;1.00;2.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.14582;-0.29553;1.99;#¡NULO!
542;3;1;2;1;3;3;3;2;2;2;1;2;1;1;1;1;2;#¡NULO!;#¡NULO!;1;5;1;3;2;1;8;2;1;2;1;48;12;48.00;1.933;1;4;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;3.00;3.00;-0.85237;-0.03394;-1.59;3
543;1;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;98;2;40;12;40.00;1.941;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;3.00;-1.55299;-0.73983;-0.56;#¡NULO!
544;3;1;3;2;3;3;3;1;1;1;1;2;1;1;1;1;1;1;1;1;7;1;4;2;1;7;3;1;1;1;37;21;37.00;1.944;1;1;1.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;4.00;3.00;-0.95061;1.95531;1.66;5
545;1;3;3;3;3;3;3;2;1;1;1;2;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;8;1;1;1;1;2;1;1;98;2;33;14;33.00;1.948;1;2;1.00;2.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;2.00;3.00;-1.01003;0.60747;1.91;#¡NULO!
546;3;3;3;3;3;3;3;2;3;2;10;4;2;#¡NULO!;1;#¡NULO!;2;2;2;1;2;2;5;5;5;8;7;1;98;1;27;17;27.00;1.954;6;#¡NULO!;4.00;2.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.14370;0.43407;0.39;2
547;3;3;3;3;3;3;3;2;2;1;1;2;1;1;1;1;2;2;1;2;6;1;2;1;1;4;1;1;98;2;22;16;22.00;1.959;6;#¡NULO!;1.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;0.02162;1.63907;-0.04;#¡NULO!
548;3;3;3;3;3;3;3;2;4;2;1;7;2;2;2;2;2;2;2;2;1;2;3;3;4;6;1;1;98;1;24;16;24.00;1.957;6;#¡NULO!;4.00;0.00;0.00;1.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;3.00;2.58737;-2.13669;-1.32;#¡NULO!
549;3;3;3;3;3;3;3;2;1;1;1;3;1;1;1;2;2;2;1;2;7;#¡NULO!;2;1;1;1;1;1;2;1;24;14;24.00;1.957;6;#¡NULO!;2.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;1.00;-0.00368;-1.17566;-1.46;#¡NULO!
550;1;3;3;3;3;3;3;2;1;2;1;1;1;1;1;#¡NULO!;1;1;1;1;6;1;1;1;1;2;#¡NULO!;#¡NULO!;98;2;71;12;71.00;1.910;6;#¡NULO!;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;2.00;-1.70674;-0.55504;-1.93;#¡NULO!
551;3;3;3;3;3;3;3;3;3;1;1;4;#¡NULO!;#¡NULO!;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;5;6;8;1;1;98;1;18;21;18.00;1.963;6;#¡NULO!;4.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.46457;0.55908;1.29;#¡NULO!
552;3;3;3;3;3;3;3;2;2;2;1;2;1;1;#¡NULO!;#¡NULO!;1;1;1;1;7;1;1;1;1;3;4;#¡NULO!;98;2;65;12;65.00;1.916;1;1;1.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;2.00;-1.50468;-1.18300;-0.96;#¡NULO!
553;3;3;3;2;3;3;3;1;1;1;1;2;1;1;2;1;2;2;2;2;7;1;1;3;1;3;1;1;2;1;67;12;67.00;1.914;5;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.76775;-0.58787;-1.59;3
554;1;1;3;3;3;3;3;2;1;2;1;1;1;1;1;1;1;1;1;1;10;1;4;1;1;4;2;1;98;2;55;16;55.00;1.926;1;3;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;2.00;-1.13028;0.24592;1.88;6
555;3;3;3;3;3;3;3;2;2;2;1;6;1;1;#¡NULO!;1;2;2;2;2;9;1;5;1;1;5;1;1;98;1;18;21;18.00;1.963;6;#¡NULO!;2.00;0.00;2.00;0.00;1.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;2.40244;0.86368;-0.45;2
556;3;3;3;3;3;3;3;2;1;1;1;2;1;1;1;1;1;1;1;1;8;1;1;1;1;1;1;1;98;1;48;14;48.00;1.933;1;2;1.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;2.00;-0.73834;-1.26979;1.58;5
557;1;3;3;3;3;3;3;2;2;2;1;1;1;1;1;1;1;1;1;1;7;1;2;1;1;5;2;1;98;2;38;14;38.00;1.943;1;1;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;2.00;3.00;-1.41961;0.11651;-1.37;5
558;3;3;1;1;3;3;3;1;2;1;1;2;1;1;1;1;1;1;1;1;7;1;5;3;2;5;2;1;3;1;42;14;42.00;1.939;1;2;1.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;4.00;3.00;-0.65334;1.35322;-0.82;2
559;2;1;3;3;3;3;2;2;1;2;1;2;1;1;1;1;2;2;1;2;9;1;5;1;5;6;2;1;98;2;32;21;32.00;1.949;1;1;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;3.00;-1.05602;0.89714;1.25;6
560;2;3;3;3;3;3;3;2;1;1;1;3;1;1;2;2;2;2;1;2;10;1;1;1;1;1;1;1;98;1;34;14;34.00;1.947;1;2;2.00;1.00;0.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;2.00;1.00;-0.35376;-1.94032;-1.30;#¡NULO!
561;3;3;3;3;3;3;3;1;2;2;1;2;1;1;1;1;2;2;2;2;8;1;1;1;1;1;3;1;98;2;21;21;21.00;1.960;6;#¡NULO!;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;1.00;1.00;1.00;0.00;0.00;0.00;1.00;4.00;3.00;-0.31156;0.13252;0.71;7
562;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;9;1;1;1;1;1;1;1;98;1;62;12;62.00;1.919;1;3;1.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;1.00;2.00;-0.75091;-1.28624;-0.59;6
563;1;3;3;3;3;3;3;2;1;2;1;1;1;1;1;1;2;2;1;1;8;1;1;1;1;1;2;1;98;2;50;14;50.00;1.931;1;3;1.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.22685;-0.71143;1.17;#¡NULO!
564;3;3;3;3;3;3;3;2;3;2;10;7;3;2;#¡NULO!;2;2;2;2;2;1;2;10;3;5;10;8;7;2;2;25;21;25.00;1.956;1;#¡NULO!;4.00;0.00;2.00;1.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;1.58520;0.39858;2.04;#¡NULO!
565;3;1;3;3;3;1;3;2;2;#¡NULO!;1;2;1;1;1;1;1;1;1;1;10;1;1;1;1;5;1;1;98;1;46;21;46.00;1.935;1;3;1.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.00;-0.60138;0.22651;1.98;3
566;3;3;3;3;3;2;2;2;4;2;10;7;2;#¡NULO!;1;1;2;2;2;2;4;#¡NULO!;1;1;1;#¡NULO!;1;1;98;1;30;21;30.00;1.951;6;#¡NULO!;4.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.56461;1.96919;1.21;6
567;3;3;3;3;3;3;3;3;3;2;1;7;2;1;1;1;2;2;2;2;1;2;10;10;10;10;#¡NULO!;#¡NULO!;98;2;30;14;30.00;1.951;1;1;4.00;0.00;1.00;2.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.19566;-0.45460;-0.83;#¡NULO!
568;3;3;3;3;3;3;3;3;2;1;1;2;1;1;1;1;2;2;1;1;10;1;1;1;1;1;1;1;98;2;51;14;51.00;1.930;1;#¡NULO!;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-1.00547;0.68265;-0.45;5
569;3;3;3;3;3;3;3;2;3;1;1;7;2;1;#¡NULO!;#¡NULO!;2;2;1;2;3;2;1;1;2;6;1;1;98;2;25;15;25.00;1.956;1;#¡NULO!;4.00;2.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.39382;0.54564;-1.07;5
570;3;3;3;3;3;3;3;3;3;1;1;6;1;1;#¡NULO!;1;2;2;1;#¡NULO!;5;#¡NULO!;1;1;1;5;1;1;98;2;56;12;56.00;1.925;1;2;3.00;2.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.59588;1.17360;-0.45;5
571;3;3;3;3;3;3;3;3;2;2;1;4;1;1;#¡NULO!;1;1;1;1;1;7;1;1;1;1;1;1;1;98;2;77;12;77.00;1.904;5;2;2.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;-0.68653;0.04081;-1.16;#¡NULO!
572;3;3;3;3;3;3;3;#¡NULO!;3;3;1;7;2;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;10;#¡NULO!;1;1;1;1;1;1;98;1;22;21;22.00;1.959;6;#¡NULO!;4.00;2.00;1.00;0.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;3.00;0.34632;0.47789;-0.39;#¡NULO!
573;3;3;3;3;3;3;1;3;3;2;1;7;1;1;1;1;1;2;1;1;8;2;1;1;1;1;1;1;98;2;48;12;48.00;1.933;1;4;3.00;1.00;0.00;2.00;0.00;0.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-0.79392;-0.24485;0.32;#¡NULO!
574;3;3;3;3;3;3;1;3;3;2;1;3;1;1;2;1;1;1;1;1;7;1;1;1;1;1;1;1;98;2;51;13;51.00;1.930;1;3;3.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.21676;-0.14137;-0.64;#¡NULO!
575;3;3;3;3;3;3;3;2;3;1;1;5;1;1;1;1;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;5;2;5;5;3;6;1;1;98;2;39;20;39.00;1.942;6;#¡NULO!;3.00;2.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.11176;0.78273;2.42;5
576;3;1;3;3;3;3;3;3;4;1;1;4;#¡NULO!;1;1;2;2;2;2;2;7;2;99;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;#¡NULO!;98;2;23;21;23.00;1.958;6;#¡NULO!;4.00;0.00;2.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;0.98689;1.03456;2.47;3
577;3;1;2;3;3;3;3;2;3;2;10;7;2;2;2;2;2;2;2;2;2;2;10;7;10;10;8;5;98;1;24;21;24.00;1.957;6;#¡NULO!;4.00;2.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;3.00;3.00;0.96346;0.69690;1.82;3
578;1;3;3;3;3;3;3;2;1;2;1;2;1;1;#¡NULO!;1;#¡NULO!;1;#¡NULO!;1;10;1;1;1;1;1;1;1;98;1;53;21;53.00;1.928;1;3;1.00;2.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;3.00;3.00;-0.56461;1.96919;1.59;8
579;2;1;3;3;3;3;3;2;1;3;1;1;1;1;1;1;1;1;1;1;10;1;99;1;1;#¡NULO!;1;1;98;1;45;21;45.00;1.936;6;#¡NULO!;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;2.00;3.00;-0.16283;1.17404;2.42;3
580;3;3;3;3;3;3;3;3;3;1;1;6;1;1;#¡NULO!;#¡NULO!;2;2;1;1;10;#¡NULO!;1;1;1;5;1;1;98;2;43;14;43.00;1.938;1;4;3.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.84724;0.24814;-0.84;5
581;3;3;3;3;3;3;3;3;1;#¡NULO!;1;2;1;1;1;1;2;2;1;1;10;1;1;1;1;1;1;1;98;2;71;12;71.00;1.910;1;4;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;2.00;3.00;-0.84724;0.24814;-1.55;5
582;3;3;3;3;3;3;3;3;3;2;1;2;1;1;1;1;2;2;1;1;5;#¡NULO!;99;6;5;8;1;#¡NULO!;98;1;60;14;60.00;1.921;1;3;2.00;2.00;0.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;0.00;0.00;0.00;2.00;2.00;-0.60222;0.27560;-1.15;5
583;3;3;3;3;3;3;1;3;3;2;1;6;2;1;2;#¡NULO!;2;2;1;#¡NULO!;#¡NULO!;2;1;1;1;9;1;1;98;2;60;20;60.00;1.921;1;3;4.00;2.00;0.00;0.00;1.00;1.00;0.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;1.00;3.00;-0.80876;1.15328;-0.64;5
584;3;3;3;3;3;3;3;3;3;2;1;5;1;1;2;2;2;2;1;1;5;2;1;1;1;5;1;1;98;2;30;18;30.00;1.951;1;1;3.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.30117;0.48104;0.19;#¡NULO!
585;3;3;3;3;3;3;3;3;2;2;1;2;1;1;1;1;2;2;1;2;10;#¡NULO!;1;1;1;1;1;1;98;2;81;12;81.00;1.900;5;2;1.00;2.00;0.00;1.00;0.00;1.00;0.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;1.00;3.00;-1.30117;0.48104;-1.65;5
